,User,Location,cleaned_location,not_colombian,location_array,city,department,country,address,latitude,longitude
1755,calvarezag,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1757,vivis2460,"Bogotá, DC, Colombia","bogota,, colombia",False,"['bogota', '', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1759,sabramoya,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1760,Juli_ipurpleyou,Colombia 🇨🇴,colombia ,False,['colombia '],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1761,El_Javi_U,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1762,alejahincapies,Cartago - Valle 🇨🇴,"cartago , valle ",False,"['cartago ', ' valle ']",cartago,valle del cauca,colombia,"Cartago, Norte, Valle del Cauca, Pacífica, Colombia",4.7465494,-75.9121234
1764,AndresEscobarP7,"Yalí, Colombia","yali, colombia",False,"['yali', ' colombia']",yali,antioquia,colombia,"Yalí, Nordeste, Antioquia, Región Andina, Colombia",6.7180046,-74.75276922752937
1765,Zorroemonte,"Barranquilla, Colombia","barranquilla, colombia",False,"['barranquilla', ' colombia']",barranquilla,atlantico,colombia,"Barranquilla, Atlántico, Caribe, 080006, Colombia",10.9799669,-74.8013085
1766,santos723,"Bogota, Colombia","bogota, colombia",False,"['bogota', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1767,ActorAtomico,Zipaquirá - Colombia,"zipaquira , colombia",False,"['zipaquira ', ' colombia']",zipaquira,cundinamarca,colombia,"Zipaquirá, Sabana Centro, Región Andina, Colombia",5.0620431,-74.062503007411
1770,WilianAMarin25,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1771,leonardusrock,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1775,dosmildemonio,"Popayán, Colombia","popayan, colombia",False,"['popayan', ' colombia']",popayan,cauca,colombia,"Popayán, Centro, Cauca, Pacífica, Colombia",2.4422295,-76.6072368
1776,mariasoniabravo,Cali - Colombia ,"cali , colombia",False,"['cali ', ' colombia']",cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
1777,GigiMatteus,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1782,ElDeyko,"Medellín, Colombia","medellin, colombia",False,"['medellin', ' colombia']",medellin,antioquia,colombia,"Medellín, Valle de Aburrá, Antioquia, Región Andina, 0500, Colombia",6.2443382,-75.573553
1783,JuanPa25x,"Florencia, Colombia","florencia, colombia",False,"['florencia', ' colombia']",florencia,cauca,colombia,"Florencia, Sur, Cauca, Pacífica, Colombia",1.6970994,-77.09054651067157
1784,_apz17,Cartagena-Colombia,"cartagena,colombia",False,"['cartagena', 'colombia']",cartagena,bolivar,colombia,"Cartagena de Indias, Dique, Bolívar, Caribe, Colombia",10.4195841,-75.5271224
1788,SebastianMg1998,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1790,ISoyJAG,"Cartagena, Colombia","cartagena, colombia",False,"['cartagena', ' colombia']",cartagena,bolivar,colombia,"Cartagena de Indias, Dique, Bolívar, Caribe, Colombia",10.4195841,-75.5271224
1796,Rosa_Alcarajo,"Bogotá, D.C, Colombia","bogota, , colombia",False,"['bogota', ' ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1800,JcoA89,"Medellín, Colombia","medellin, colombia",False,"['medellin', ' colombia']",medellin,antioquia,colombia,"Medellín, Valle de Aburrá, Antioquia, Región Andina, 0500, Colombia",6.2443382,-75.573553
1801,fredymanosalva,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1807,LeoLoDice,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1808,LinisO,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1811,MileGifera,colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1815,wainersanchez,bogota-colombia,"bogota,colombia",False,"['bogota', 'colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1816,jasminabad89,"Medellín, Colombia","medellin, colombia",False,"['medellin', ' colombia']",medellin,antioquia,colombia,"Medellín, Valle de Aburrá, Antioquia, Región Andina, 0500, Colombia",6.2443382,-75.573553
1817,ShasnenGaviria,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1824,Kikekarrillo,Bogotá D.C.,bogota  ,False,['bogota  '],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1826,WalejoVergara,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1830,lili_doradoing,Bogota,bogota,False,['bogota'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1832,YehiMolina,"Bogotá, Colombia","bogota, colombia",False,"['bogota', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1838,viktorclop,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1840,cavillota,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1843,dt_bio_quim,Bogotá DC,bogota,False,['bogota'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1847,juan_MTB,"Cajamarca, Tolima, Colombia ","cajamarca, tolima, colombia",False,"['cajamarca', ' tolima', ' colombia']",cajamarca,tolima,colombia,"Cajamarca, Centro, Tolima, Región Andina, Colombia",4.4065171,-75.47291950953922
1848,PelosNecios23,"La desigualdad, Colombia ","la desigualdad, colombia",False,"['la desigualdad', ' colombia']",colombia,huila,colombia,"Huila, Región Andina, Colombia",2.4738993,-75.5900113
1852,ADMADATO,"Piedecuesta, Colombia","piedecuesta, colombia",False,"['piedecuesta', ' colombia']",piedecuesta,santander,colombia,"Piedecuesta, Santander, Región Andina, 681011, Colombia",6.9874808,-73.0504129
1861,CamiloPR21,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1864,cascarabiastwit,Bogota D.C.,bogota  ,False,['bogota  '],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1872,MonicaS98191662,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1877,HumbertoRivaldo,Barranquilla,barranquilla,False,['barranquilla'],barranquilla,atlantico,colombia,"Barranquilla, Atlántico, Caribe, 080006, Colombia",10.9799669,-74.8013085
1880,jcuestanovoa,"Bogota, Colombia","bogota, colombia",False,"['bogota', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1885,PilarYyo,Bogotá,bogota,False,['bogota'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1887,thynaje,COLOMBIA ,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1889,JorgeBarrera_F,Santiago de Cali - Colombia,"santiago de cali , colombia",False,"['santiago de cali ', ' colombia']",santiago de cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
1894,Maoestaputo,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1897,almayadeen_es,"Beirut, Líbano","beirut, libano",False,"['beirut', ' libano']",libano,tolima,colombia,"Líbano, Nevados, Tolima, Región Andina, Colombia",4.875904950000001,-75.0378473881652
1899,giovannycor,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1906,calderonrojasma,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1908,CorpReiniciar,"Bogotá, Colombia","bogota, colombia",False,"['bogota', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1912,periodicadias,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1917,EdnaUbuntu,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1921,Colombiadigna04,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1922,ferossa777,"Barranquilla, Colombia","barranquilla, colombia",False,"['barranquilla', ' colombia']",barranquilla,atlantico,colombia,"Barranquilla, Atlántico, Caribe, 080006, Colombia",10.9799669,-74.8013085
1923,mariodelg,Popayán,popayan,False,['popayan'],popayan,cauca,colombia,"Popayán, Centro, Cauca, Pacífica, Colombia",2.4422295,-76.6072368
1925,FelipeBayona13,Bogota ,bogota,False,['bogota'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1926,LaSaladeTea,bogota dc,bogota,False,['bogota'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1928,12_Najel,"Bogotá, Colombia","bogota, colombia",False,"['bogota', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1935,Ezteban_89,"Manizales, Colombia","manizales, colombia",False,"['manizales', ' colombia']",manizales,caldas,colombia,"Perímetro Urbano Manizales, Manizales, Centrosur, Caldas, Región Andina, Colombia",5.0668907,-75.5066661
1936,ojozdgato,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1939,juansharkbe,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1941,PartisanoNegro,Manizales,manizales,False,['manizales'],manizales,caldas,colombia,"Perímetro Urbano Manizales, Manizales, Centrosur, Caldas, Región Andina, Colombia",5.0668907,-75.5066661
1943,OMARdelaROCA,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1945,MateAmargo15,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1948,ederjgc,Barranquilla,barranquilla,False,['barranquilla'],barranquilla,atlantico,colombia,"Barranquilla, Atlántico, Caribe, 080006, Colombia",10.9799669,-74.8013085
1957,nicoalbarra,bogota,bogota,False,['bogota'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1960,calmrunning,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1963,BELIUSB,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1974,Joshtve_,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1976,VanegasOmar,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1978,EnLineaBarranca,Barrancabermeja,barrancabermeja,False,['barrancabermeja'],barrancabermeja,santander,colombia,"Barrancabermeja, Yariguíes, Santander, Región Andina, 687031, Colombia",7.0673313,-73.8525627
1985,bastayapp,"Medellín, Colombia","medellin, colombia",False,"['medellin', ' colombia']",medellin,antioquia,colombia,"Medellín, Valle de Aburrá, Antioquia, Región Andina, 0500, Colombia",6.2443382,-75.573553
1987,susanamuhamad,Bogota,bogota,False,['bogota'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1992,poGoSOLo,Medellín - Colombia,"medellin , colombia",False,"['medellin ', ' colombia']",medellin,antioquia,colombia,"Medellín, Valle de Aburrá, Antioquia, Región Andina, 0500, Colombia",6.2443382,-75.573553
1996,BorisCerra,Sincelejo - Sucre - Colombia,"sincelejo , sucre , colombia",False,"['sincelejo ', ' sucre ', ' colombia']",sincelejo,sucre,colombia,"Sincelejo, Montes de María, Sucre, Caribe, Colombia",9.315429349999999,-75.43297645405696
2006,waspper,"Pitalito, Huila","pitalito, huila",False,"['pitalito', ' huila']",pitalito,huila,colombia,"Pitalito, Sur, Huila, Región Andina, Colombia",1.8171632,-76.10213621847218
2010,mariacserranof,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
2016,RamiroP21,"Cartagena, Colombia","cartagena, colombia",False,"['cartagena', ' colombia']",cartagena,bolivar,colombia,"Cartagena de Indias, Dique, Bolívar, Caribe, Colombia",10.4195841,-75.5271224
2020,Diego_A_GM,Cali,cali,False,['cali'],cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
2023,LaPazPrimero20,Bogotá D.C.,bogota  ,False,['bogota  '],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
2024,calialrojovivo,Cali,cali,False,['cali'],cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
2031,guerretty,Cali,cali,False,['cali'],cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
2034,gestormundial,Medellín-Colombia,"medellin,colombia",False,"['medellin', 'colombia']",medellin,antioquia,colombia,"Medellín, Valle de Aburrá, Antioquia, Región Andina, 0500, Colombia",6.2443382,-75.573553
2035,ImpactoMundo_,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
2037,DanniGuerrero,Popayán - Colombia,"popayan , colombia",False,"['popayan ', ' colombia']",popayan,cauca,colombia,"Popayán, Centro, Cauca, Pacífica, Colombia",2.4422295,-76.6072368
2038,Bek_Beq,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
2040,PaiisUniandes,"Cr 7 # 22-86 Bogotá, Colombia","cr 7  22,86 bogota, colombia",False,"['cr 7  22', '86 bogota', ' colombia']",colombia,huila,colombia,"Huila, Región Andina, Colombia",2.4738993,-75.5900113
2041,gusttographer,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
