,created_at,id_str,conversation_id_str,full_text,twitter_lang,favorited,retweeted,retweet_count,favorite_count,reply_count,quote_count,quoted_status_id_str,quoted_status_short_url,quoted_status_expand_url,user_id_str,user_name,user_full_name,user_verified,in_reply_to_status_id_str,in_reply_to_user_id_str,hashtags,mentions,urls,media,preprocessed_created_at,preprocessed_data,emoji_list,emoticons_list,filename,preprocessed_data_without_hashtags,data_source,lang,score,langTb,lang_langdetect
4236,2021-07-21T01:24:49+00:00,1.41766e+18,1.41749e+18,@SenTedCruz fake like your toy huevos  #sosColombia #elparonopara @cnnbrk @abc_espanoI https://t.co/uiWxM5P7bS,en,False,False,1.0,2.0,0.0,0.0,,,,1.30236e+18,AdoptedInvestor,Adopted_Investor,False,1.42e+18,1.3e+18,"#sosColombia , #elparonopara","SenTedCruz , cnnbrk , abc_espanoI",,"[{""url"": ""https://pbs.twimg.com/ext_tw_video_thumb/1417656709439442951/pu/img/CKj0fgaZg253Q0Si.jpg"", ""type"": ""photo""}]",2021-07-21,"['fake', 'like', 'toy', 'huevos', 'soscolombia', 'elparonopara']",[],[],oscolombia_ENGLISH_tweets_stweet.csv,"['fake', 'like', 'toy', 'huevos']",Twitter,en,,,
4246,2021-03-27T22:25:01+00:00,1.37594e+18,1.37594e+18,"#ColombianGenocide
Try to imagine we're #VenezuelanOil or #BolivianLithium and fight for our lives @JMVivancoHRW
#CapitalistRegime #SOSColombia #NosEstanMatando #NosEstanMasacrando #SOSColombiaDDHH #ColombianLivesMatter #DuquePareElExterminio #QuienDioLaOrden #QuePareElGenocidio",en,False,False,0.0,0.0,0.0,0.0,1.38e+18,,,9.39531e+17,latinapuntocom,Yira Aristizábal,False,,,"#ColombianGenocide , #VenezuelanOil , #BolivianLithium , #CapitalistRegime , #SOSColombia , #NosEstanMatando , #NosEstanMasacrando , #SOSColombiaDDHH , #ColombianLivesMatter , #DuquePareElExterminio , #QuienDioLaOrden , #QuePareElGenocidio",JMVivancoHRW,,[],2021-03-27,"['colombiangenocide', 'try', 'imagine', 'venezuelanoil', 'bolivianlithium', 'fight', 'life', 'capitalistregime', 'soscolombia', 'nosestanmatando', 'nosestanmasacrando', 'soscolombiaddhh', 'colombianlivesmatter', 'duquepareelexterminio', 'quiendiolaorden', 'quepareelgenocidio']",[],[],oscolombia_ENGLISH_tweets_stweet.csv,"['try', 'imagine', 'fight', 'life']",Twitter,en,,,
4247,2021-03-27T18:10:26+00:00,1.37587e+18,1.37587e+18,"We're the country next 2 the Venezuelan Oil y'all want 2 ""save""
#ColombianGenocide
#CapitalistRegime #SOSColombia #NosEstanMatando #NosEstanMasacrando #ColombianLivesMatter #DuquePareElExterminio #SOScauca #SOSChocó #QuienDioLaOrden #SOSNariño #SOSBuenaventura #QuePareElGenocidio",en,False,False,0.0,0.0,0.0,0.0,1.38e+18,,,9.39531e+17,latinapuntocom,Yira Aristizábal,False,,,"#ColombianGenocide , #CapitalistRegime , #SOSColombia , #NosEstanMatando , #NosEstanMasacrando , #ColombianLivesMatter , #DuquePareElExterminio , #SOScauca , #SOSChocó , #QuienDioLaOrden , #SOSNariño , #SOSBuenaventura , #QuePareElGenocidio",,,[],2021-03-27,"['country', 'next', 'venezuelan', 'oil', 'want', 'save', 'colombiangenocide', 'capitalistregime', 'soscolombia', 'nosestanmatando', 'nosestanmasacrando', 'colombianlivesmatter', 'duquepareelexterminio', 'soscauca', 'soschocó', 'quiendiolaorden', 'sosnariño', 'sosbuenaventura', 'quepareelgenocidio']",[],[],oscolombia_ENGLISH_tweets_stweet.csv,"['country', 'next', 'venezuelan', 'oil', 'want', 'save']",Twitter,en,,,
4255,2021-05-23T23:50:39+00:00,1.39661e+18,1.3964e+18,@EamonGilmore @IvanDuque ⁉️#Colombia “He valued the President’s(#IvanDuque) intention to hold those responsible accountable for the abuses and violations that had occurred” #SOSColombia #SOSColombiaDDHH #ParoNacional @TembloresOng @CIDH @PizarroMariaJo @wilsonariasc @JFColombia @missy_Namu @JUANCAELBROKY,en,False,False,0.0,0.0,0.0,0.0,,,,2876423177.0,marianambot,Mariana,False,1.4e+18,327481914.0,"#Colombia , #IvanDuque , #SOSColombia , #SOSColombiaDDHH , #ParoNacional","EamonGilmore , IvanDuque , TembloresOng , CIDH , PizarroMariaJo , wilsonariasc , JFColombia , missy_Namu , JUANCAELBROKY",,[],2021-05-23,"['colombia', 'value', 'president', 'ivanduque', 'intention', 'hold', 'responsible', 'accountable', 'abuse', 'violation', 'occur', 'soscolombia', 'soscolombiaddhh', 'paronacional']",['️'],[],oscolombia_ENGLISH_tweets_stweet.csv,"['value', 'president', 'intention', 'hold', 'responsible', 'accountable', 'abuse', 'violation', 'occur']",Twitter,en,,,
4256,2021-05-23T23:49:53+00:00,1.39661e+18,1.39617e+18,@eu_eeas @JosepBorrellF @IvanDuque ⁉️#Colombia “He valued the President’s(#IvanDuque) intention to hold those responsible accountable for the abuses and violations that had occurred” #SOSColombia #SOSColombiaDDHH #ParoNacional @TembloresOng @CIDH @PizarroMariaJo @wilsonariasc @JFColombia @missy_Namu @JUANCAELBROKY,en,False,False,0.0,0.0,0.0,0.0,,,,2876423177.0,marianambot,Mariana,False,1.4e+18,80803819.0,"#Colombia , #IvanDuque , #SOSColombia , #SOSColombiaDDHH , #ParoNacional","eu_eeas , JosepBorrellF , IvanDuque , TembloresOng , CIDH , PizarroMariaJo , wilsonariasc , JFColombia , missy_Namu , JUANCAELBROKY",,[],2021-05-23,"['colombia', 'value', 'president', 'ivanduque', 'intention', 'hold', 'responsible', 'accountable', 'abuse', 'violation', 'occur', 'soscolombia', 'soscolombiaddhh', 'paronacional']",['️'],[],oscolombia_ENGLISH_tweets_stweet.csv,"['value', 'president', 'intention', 'hold', 'responsible', 'accountable', 'abuse', 'violation', 'occur']",Twitter,en,,,
4265,2021-05-23T21:18:49+00:00,1.39658e+18,1.39658e+18,"#SOSColombia injusticias desde la fuerza armada. 2 people have been found dead, last time they were seen was arrested by police #Colombia #SOSColombiaNosEstanMatando",en,False,False,0.0,0.0,0.0,0.0,1.4e+18,,,246285518.0,smmm20,milecol,False,,,"#SOSColombia , #Colombia , #SOSColombiaNosEstanMatando",,,[],2021-05-23,"['soscolombia', 'injusticias', 'desde', 'la', 'fuerza', 'armada', 'people', 'found', 'dead', 'last', 'time', 'see', 'arrest', 'police', 'colombia', 'soscolombianosestanmatando']",[],[],oscolombia_ENGLISH_tweets_stweet.csv,"['injusticias', 'desde', 'la', 'fuerza', 'armada', 'people', 'found', 'dead', 'last', 'time', 'see', 'arrest', 'police']",Twitter,en,,,
4267,2021-05-23T21:13:44+00:00,1.39658e+18,1.39658e+18,"Missing people in #Colombia are showing up dead in the rivers outside of Cali. When will the #ColombianGovernment recognize and stop its violence against its citizens? 
#SOSColombia #SOSColombiaNosEstanMatando #ColombiaSOS #ColombiaEnAlertaRoja @ONUHumanRights @hrw @UNHumanRights",en,False,False,0.0,2.0,0.0,0.0,1.4e+18,,,1.39537e+18,No_Mas_Muertes,#SOSColombia,False,,,"#Colombia , #ColombianGovernment , #SOSColombia , #SOSColombiaNosEstanMatando , #ColombiaSOS , #ColombiaEnAlertaRoja","ONUHumanRights , hrw , UNHumanRights",,[],2021-05-23,"['miss', 'people', 'colombia', 'show', 'dead', 'river', 'outside', 'cali', 'colombiangovernment', 'recognize', 'stop', 'violence', 'citizen', 'soscolombia', 'soscolombianosestanmatando', 'colombiasos', 'colombiaenalertaroja']",[],[],oscolombia_ENGLISH_tweets_stweet.csv,"['miss', 'people', 'show', 'dead', 'river', 'outside', 'cali', 'recognize', 'stop', 'violence', 'citizen']",Twitter,en,,,
4274,2021-06-06T23:17:44+00:00,1.40168e+18,1.40168e+18,"Medellin, Colombia. The protest continues. The police brutality increases.
#colombiaresisteunida
#SOSColombiaNosEstanMatando
#ColombiaSOS
#ColombiaAlertaRoja
#ColombianLivesMatter
#SOSColombiaDDHH
#SOSColombia
#BreakingNews
#ColombiaEnAlertaRoja
#Colombia
https://t.co/A8PanOvMMA",en,False,False,0.0,2.0,0.0,0.0,,,,524241076.0,Vote2saveUSA,TheFilibusterHasToGO,False,,,"#colombiaresisteunida , #SOSColombiaNosEstanMatando , #ColombiaSOS , #ColombiaAlertaRoja , #ColombianLivesMatter , #SOSColombiaDDHH , #SOSColombia , #BreakingNews , #ColombiaEnAlertaRoja , #Colombia",,https://t.co/A8PanOvMMA,[],2021-06-06,"['medellin', 'colombia', 'protest', 'continue', 'police', 'brutality', 'increase', 'colombiaresisteunida', 'soscolombianosestanmatando', 'colombiasos', 'colombiaalertaroja', 'colombianlivesmatter', 'soscolombiaddhh', 'soscolombia', 'breakingnews', 'colombiaenalertaroja', 'colombia']",[],[],oscolombia_ENGLISH_tweets_stweet.csv,"['medellin', 'colombia', 'protest', 'continue', 'police', 'brutality', 'increase']",Twitter,en,,,
4278,2021-06-06T20:41:41+00:00,1.40164e+18,1.40164e+18,#SOSColombiaDDHH #colombia #Soscolombia today is the last day to submit your case to be considered by @CIDH as a testimony of the masacre in Colombia,en,False,False,0.0,0.0,0.0,0.0,1.4e+18,,,1.39108e+18,JbYulieth,Juliette,False,,,"#SOSColombiaDDHH , #colombia , #Soscolombia",CIDH,,[],2021-06-06,"['soscolombiaddhh', 'colombia', 'soscolombia', 'today', 'last', 'day', 'submit', 'case', 'consider', 'testimony', 'masacre', 'colombia']",[],[],oscolombia_ENGLISH_tweets_stweet.csv,"['today', 'last', 'day', 'submit', 'case', 'consider', 'testimony', 'masacre', 'colombia']",Twitter,en,,,
4279,2021-06-27T22:30:29+00:00,1.40928e+18,1.40923e+18,"@brozoxmiswebs 🎥🛑What’s happening in #Colombia? 

🔻Click the link in our bio to find out! #SOSColombia #SOSColombiaNosEstanMatando #WhatsHappeninginColombia #ParoNacional #BogotaSeCuida #HumanRights #DerechosHumanos #ddhh https://t.co/Y5mQhEoc69",en,False,False,3.0,1.0,0.0,0.0,,,,1.38758e+18,JCarlos70110468,TROMPAS 661.,False,1.41e+18,107120856.0,"#Colombia , #SOSColombia , #SOSColombiaNosEstanMatando , #WhatsHappeninginColombia , #ParoNacional , #BogotaSeCuida , #HumanRights , #DerechosHumanos , #ddhh",brozoxmiswebs,,"[{""url"": ""https://pbs.twimg.com/ext_tw_video_thumb/1402707676296065025/pu/img/nMg38KHfd_ywk18K.jpg"", ""type"": ""photo""}]",2021-06-27,"['happen', 'colombia', 'click', 'link', 'bio', 'find', 'soscolombia', 'soscolombianosestanmatando', 'whatshappeningincolombia', 'paronacional', 'bogotasecuida', 'humanrights', 'derechoshumanos', 'ddhh']",['🎥🛑'],[],oscolombia_ENGLISH_tweets_stweet.csv,"['happen', 'click', 'link', 'bio', 'find']",Twitter,en,,,
4281,2021-06-27T19:03:19+00:00,1.40923e+18,1.4089e+18,@BBCWorld And you remain silent about the #ColombianGenocide #CapitalistRegime #SOSColombia #NosEstanMatando #NosEstanMasacrando #SOSColombiaDDHH #ColombianLivesMatter #DuquePareElExterminio #SOScauca #SOSChocó #QuienDioLaOrden #SOSNariño #SOSBuenaventura #QuePareElGenocidio,en,False,False,0.0,0.0,0.0,0.0,,,,9.39531e+17,latinapuntocom,Yira Aristizábal,False,1.41e+18,742143.0,"#ColombianGenocide , #CapitalistRegime , #SOSColombia , #NosEstanMatando , #NosEstanMasacrando , #SOSColombiaDDHH , #ColombianLivesMatter , #DuquePareElExterminio , #SOScauca , #SOSChocó , #QuienDioLaOrden , #SOSNariño , #SOSBuenaventura , #QuePareElGenocidio",BBCWorld,,[],2021-06-27,"['remain', 'silent', 'colombiangenocide', 'capitalistregime', 'soscolombia', 'nosestanmatando', 'nosestanmasacrando', 'soscolombiaddhh', 'colombianlivesmatter', 'duquepareelexterminio', 'soscauca', 'soschocó', 'quiendiolaorden', 'sosnariño', 'sosbuenaventura', 'quepareelgenocidio']",[],[],oscolombia_ENGLISH_tweets_stweet.csv,"['remain', 'silent']",Twitter,en,,,
4287,2021-06-27T16:01:38+00:00,1.40918e+18,1.40918e+18,"“The strike committee ending negotiations with the government doesn’t affect us at all because we don’t feel represented by them,” said Soldier. “We’ll continue to resist until our demands are resolved.”

#HappeningInColombia🇨🇴
#Cali💃🏾
#ParoNacional 🇨🇴🎳
#SOSColombia🆘📢",en,False,False,0.0,0.0,0.0,0.0,,,,450138707.0,heavydmail,Donald McDonald (HeavyD),False,1.41e+18,450138707.0,"#HappeningInColombia , #Cali , #ParoNacional , #SOSColombia",,,[],2021-06-27,"['strike', 'committee', 'end', 'negotiation', 'government', 'affect', 'u', 'feel', 'represent', 'say', 'soldier', 'well', 'continue', 'resist', 'demand', 'resolve', 'happeningincolombia', 'cali', 'paronacional', 'soscolombia']",['🇨🇴'],[],oscolombia_ENGLISH_tweets_stweet.csv,"['strike', 'committee', 'end', 'negotiation', 'government', 'affect', 'u', 'feel', 'represent', 'say', 'soldier', 'well', 'continue', 'resist', 'demand', 'resolve']",Twitter,en,,,
4291,2021-06-27T04:08:04+00:00,1.409e+18,1.409e+18,"🆘⚠️ DIFUNDIR ⚠️🆘 

@MisionONUCol @ONUHumanRights
@ONU_derechos  @JoeBiden @VP @RepMcGovern @nytimes
@guardian @Pontifex_es @baltasargarzon @France24_es #CensuraColombia
#SOSColombiaDDHH #SOSColombiaNosEstanMatando 
#ColombiaAlertaRoja
#SOSPereira 
#SOSColombia 
#SOSCaliDDH",en,False,False,1.0,0.0,0.0,0.0,1.41e+18,,,1.33216e+18,Juanetes33,Juan,False,,,"#CensuraColombia , #SOSColombiaDDHH , #SOSColombiaNosEstanMatando , #ColombiaAlertaRoja , #SOSPereira , #SOSColombia , #SOSCaliDDH","MisionONUCol , ONUHumanRights , ONU_derechos , JoeBiden , VP , RepMcGovern , nytimes , guardian , Pontifex_es , baltasargarzon , France24_es",,[],2021-06-27,"['difundir', 'censuracolombia', 'soscolombiaddhh', 'soscolombianosestanmatando', 'colombiaalertaroja', 'sospereira', 'soscolombia', 'soscaliddh']",['🆘⚠️'],[],oscolombia_ENGLISH_tweets_stweet.csv,['difundir'],Twitter,en,,,
4296,2021-06-26T15:06:40+00:00,1.4088e+18,1.4088e+18,The Day @IvanDuque &amp; his whole government starts HEARING citizens in these communities things will improve.Sending armed officers of all type to this community to remove a piece of concrete? No smart #Soscolombia #Soscali 6/26 @ONUHumanRights @mbachelet @Pontifex @nytimes @dwnews,en,False,False,0.0,0.0,0.0,0.0,1.41e+18,,,1.39108e+18,JbYulieth,Juliette,False,,,"#Soscolombia , #Soscali","IvanDuque , ONUHumanRights , mbachelet , Pontifex , nytimes , dwnews",,[],2021-06-26,"['day', 'amp', 'whole', 'government', 'start', 'hearing', 'citizen', 'community', 'thing', 'improvesending', 'arm', 'officer', 'type', 'community', 'remove', 'piece', 'concrete', 'sma', 'soscolombia', 'soscali']",[],[],oscolombia_ENGLISH_tweets_stweet.csv,"['day', 'amp', 'whole', 'government', 'start', 'hearing', 'citizen', 'community', 'thing', 'improvesending', 'arm', 'officer', 'type', 'community', 'remove', 'piece', 'concrete', 'sma']",Twitter,en,,,
4297,2021-06-26T15:03:22+00:00,1.4088e+18,1.4088e+18,@Contagioradio1 🚨A people’s library transformed from a #police station in #Cali Puerto Resistencia is raid by @AlcaldiaDeCali #SOSColombia #ParoNacional @IntlCrimCourt @CorteIDH @IACourtHR @hrw @amnesty @totonia68 @TaniaReneaum @StuardoRalon @EamonGilmore @alemEmbajador @drnoriega @AnaVHerrero,en,False,False,0.0,0.0,0.0,0.0,,,,1.39838e+18,L1LTLT,L1LTLT,False,1.41e+18,189165807.0,"#police , #Cali , #SOSColombia , #ParoNacional","Contagioradio1 , AlcaldiaDeCali , IntlCrimCourt , CorteIDH , IACourtHR , hrw , amnesty , totonia68 , TaniaReneaum , StuardoRalon , EamonGilmore , alemEmbajador , drnoriega , AnaVHerrero",,[],2021-06-26,"['people', 'library', 'transform', 'police', 'station', 'cali', 'puerto', 'resistencia', 'raid', 'soscolombia', 'paronacional']",['🚨'],[],oscolombia_ENGLISH_tweets_stweet.csv,"['people', 'library', 'transform', 'station', 'puerto', 'resistencia', 'raid']",Twitter,en,,,
4298,2021-06-26T14:48:14+00:00,1.4088e+18,1.4088e+18,#Soscolombia #SosCali bad move by @IvanDuque smells like Orion op! That many armed officers for a monument? @EUCourtPress @IACourtHR @CourPenaleInt @WOLA_org @OEA_oficial @EamonGilmore @RepMcGovern @mbachelet @nytimes @guardian @washingtonpost @BBCWorld @FRANCE24 @TembloresOng,en,False,False,0.0,0.0,0.0,0.0,1.41e+18,,,1.39108e+18,JbYulieth,Juliette,False,,,"#Soscolombia , #SosCali","IvanDuque , EUCourtPress , IACourtHR , CourPenaleInt , WOLA_org , OEA_oficial , EamonGilmore , RepMcGovern , mbachelet , nytimes , guardian , washingtonpost , BBCWorld , FRANCE24 , TembloresOng",,[],2021-06-26,"['soscolombia', 'soscali', 'bad', 'move', 'smell', 'like', 'orion', 'op', 'many', 'arm', 'officer', 'monument']",[],[],oscolombia_ENGLISH_tweets_stweet.csv,"['bad', 'move', 'smell', 'like', 'orion', 'op', 'many', 'arm', 'officer', 'monument']",Twitter,en,,,
4299,2021-06-26T14:37:17+00:00,1.4088e+18,1.4088e+18,Hey @PoliciaColombia Removing a piece that citizens built themselves just because?  Let these people have something that isn’t hurting anyone! What is that monument doing to you or anyone? That’s how @IvanDuque uses his head to keep citizens upset? #soscolombia #SosCali 6/26,en,False,False,0.0,0.0,1.0,0.0,1.41e+18,,,1.39108e+18,JbYulieth,Juliette,False,,,"#soscolombia , #SosCali","PoliciaColombia , IvanDuque",,[],2021-06-26,"['hey', 'remove', 'piece', 'citizen', 'built', 'let', 'people', 'something', 'hurt', 'anyone', 'monument', 'anyone', 'us', 'head', 'keep', 'citizen', 'upset', 'soscolombia', 'soscali']",[],[],oscolombia_ENGLISH_tweets_stweet.csv,"['hey', 'remove', 'piece', 'citizen', 'built', 'let', 'people', 'something', 'hurt', 'anyone', 'monument', 'anyone', 'us', 'head', 'keep', 'citizen', 'upset']",Twitter,en,,,
4301,2021-06-26T12:27:06+00:00,1.40876e+18,1.40876e+18,@SecBlinken 🔴Please don’t look away from #HumanRightsViolations in #Colombia by govt. 👇🏽#police men caught dismembering a man. Public forces are dismembering protesters and are allied w/ paramilitaries right now❗️ #SOSColombia #SOSColombiaDDHH #ParoNacional #InternationalDayAgainstTorture,en,False,False,1.0,0.0,0.0,0.0,1.4e+18,,,1.39838e+18,L1LTLT,L1LTLT,False,1.41e+18,1.35e+18,"#HumanRightsViolations , #Colombia , #police , #SOSColombia , #SOSColombiaDDHH , #ParoNacional , #InternationalDayAgainstTorture",SecBlinken,,[],2021-06-26,"['please', 'look', 'away', 'humanrightsviolations', 'colombia', 'govt', 'police', 'men', 'caught', 'dismember', 'man', 'public', 'force', 'dismember', 'protester', 'allied', 'w', 'paramilitary', 'right', 'soscolombia', 'soscolombiaddhh', 'paronacional', 'internationaldayagainsttorture']",['🔴'],[],oscolombia_ENGLISH_tweets_stweet.csv,"['please', 'look', 'away', 'govt', 'men', 'caught', 'dismember', 'man', 'public', 'force', 'dismember', 'protester', 'allied', 'w', 'paramilitary', 'right']",Twitter,en,,,
4302,2021-06-26T12:14:30+00:00,1.40876e+18,1.40876e+18,"@SecBlinken 🚨#Cali,#Colombia.At this moment the people’s monument built by protesters at Puerto Resistencia is threatened to be crushed by @PoliciaCali/@PoliciaColombia allied w/ Mayor @JorgeIvanOspina. #Police/ESMAD/GOES are heavily armed for war #SOSColombia #SOSColombiaDDHH #ParoNacional",en,False,False,0.0,0.0,0.0,1.0,1.41e+18,,,1.39838e+18,L1LTLT,L1LTLT,False,1.41e+18,1.35e+18,"#Cali , #Colombia , #Police , #SOSColombia , #SOSColombiaDDHH , #ParoNacional","SecBlinken , PoliciaCali , PoliciaColombia , JorgeIvanOspina",,[],2021-06-26,"['cali', 'colombiaat', 'moment', 'people', 'monument', 'built', 'protester', 'puerto', 'resistencia', 'threaten', 'crush', 'allied', 'w', 'mayor', 'policeesmadgoes', 'heavily', 'arm', 'war', 'soscolombia', 'soscolombiaddhh', 'paronacional']",['🚨'],[],oscolombia_ENGLISH_tweets_stweet.csv,"['moment', 'people', 'monument', 'built', 'protester', 'puerto', 'resistencia', 'threaten', 'crush', 'allied', 'w', 'mayor', 'heavily', 'arm', 'war']",Twitter,en,,,
4307,2021-06-26T11:36:42+00:00,1.40875e+18,1.40874e+18,@AElfm 🚨#Cali. The people’s monument is threatened to be crushed by @PoliciaCali allied w/ @JorgeIvanOspina. #SOSColombia #ParoNacional @IntlCrimCourt @totonia68 @TaniaReneaum @StuardoRalon @JoelHernandezG @MiguelUrban @dooley_dooley @EamonGilmore @JMVivancoHRW @Haavisto @ManuPineda https://t.co/k2CjNz5YQO,en,False,False,0.0,0.0,0.0,0.0,,,,1.39838e+18,L1LTLT,L1LTLT,False,1.41e+18,1.2e+18,"#Cali , #SOSColombia , #ParoNacional","AElfm , PoliciaCali , JorgeIvanOspina , IntlCrimCourt , totonia68 , TaniaReneaum , StuardoRalon , JoelHernandezG , MiguelUrban , dooley_dooley , EamonGilmore , JMVivancoHRW , Haavisto , ManuPineda",,"[{""url"": ""https://pbs.twimg.com/media/E4zjoX0XEAEQrLh.jpg"", ""type"": ""photo""}]",2021-06-26,"['cali', 'people', 'monument', 'threaten', 'crush', 'allied', 'w', 'soscolombia', 'paronacional']",['🚨'],[],oscolombia_ENGLISH_tweets_stweet.csv,"['people', 'monument', 'threaten', 'crush', 'allied', 'w']",Twitter,en,,,
4310,2021-06-26T10:27:22+00:00,1.40873e+18,1.40873e+18,@Jhostin_Juax @PoliciaColombia 🔴 🎥 #Cali. Puerto Resistencia is surrounded by heavily armed #Colombia #police/ESMAD/GOES. 🚁 flying over #SOSColombia #ParoNacional @RepGregoryMeeks @NormaJTorres @SenCortezMasto @JoaquinCastrotx @RepLindaSanchez @RepRaulGrijalva @RepJuanVargas @RepMcGovern @AOC @BernieSanders,en,False,False,0.0,0.0,0.0,0.0,,,,1.39838e+18,L1LTLT,L1LTLT,False,1.41e+18,1.06e+18,"#Cali , #Colombia , #police , #SOSColombia , #ParoNacional","Jhostin_Juax , PoliciaColombia , RepGregoryMeeks , NormaJTorres , SenCortezMasto , JoaquinCastrotx , RepLindaSanchez , RepRaulGrijalva , RepJuanVargas , RepMcGovern , AOC , BernieSanders",,[],2021-06-26,"['cali', 'puerto', 'resistencia', 'surround', 'heavily', 'arm', 'colombia', 'policeesmadgoes', 'fly', 'soscolombia', 'paronacional']",['🔴'],[],oscolombia_ENGLISH_tweets_stweet.csv,"['puerto', 'resistencia', 'surround', 'heavily', 'arm', 'fly']",Twitter,en,,,
4311,2021-06-26T09:54:37+00:00,1.40873e+18,1.40865e+18,@SARGENTOCHALA 🔴#Cali. Info is leaked about attacks to Puerto Resistencia today by #police ESMAD. #Colombia #SOSColombia #ParoNacional @CIDH @totonia68 @TaniaReneaum @StuardoRalon @JoelHernandezG @wilsonariasc @hoyosjohnjairo @hrw_espanol @IntlCrimCourt @JFColombia @drnoriega @EamonGilmore,en,False,False,1.0,4.0,0.0,2.0,,,,1.39838e+18,L1LTLT,L1LTLT,False,1.41e+18,1.19e+18,"#Cali , #police , #Colombia , #SOSColombia , #ParoNacional","SARGENTOCHALA , CIDH , totonia68 , TaniaReneaum , StuardoRalon , JoelHernandezG , wilsonariasc , hoyosjohnjairo , hrw_espanol , IntlCrimCourt , JFColombia , drnoriega , EamonGilmore",,[],2021-06-26,"['cali', 'info', 'leak', 'attack', 'puerto', 'resistencia', 'today', 'police', 'esmad', 'colombia', 'soscolombia', 'paronacional']",['🔴'],[],oscolombia_ENGLISH_tweets_stweet.csv,"['info', 'leak', 'attack', 'puerto', 'resistencia', 'today', 'esmad']",Twitter,en,,,
4313,2021-06-26T01:37:43+00:00,1.4086e+18,1.4086e+18,"🔴Felipe Polo Flórez, a #karateka from #Colombia team was illegally captured by #police ESMAD in #Cali, then freed thanks to lawyers &amp; demands from the community.  #SOSColombia #ParoNacional @youtholympics  @Olympics @IGD_News @euronews @guardian @IrishTimes @CIDH @CorteIDH @AOC",en,False,False,0.0,0.0,0.0,0.0,1.41e+18,,,1.39838e+18,L1LTLT,L1LTLT,False,,,"#karateka , #Colombia , #police , #Cali , #SOSColombia , #ParoNacional","youtholympics , Olympics , IGD_News , euronews , guardian , IrishTimes , CIDH , CorteIDH , AOC",,[],2021-06-26,"['felipe', 'polo', 'flórez', 'karateka', 'colombia', 'team', 'illegally', 'capture', 'police', 'esmad', 'cali', 'freed', 'thanks', 'lawyer', 'amp', 'demand', 'community', 'soscolombia', 'paronacional']",['🔴'],[],oscolombia_ENGLISH_tweets_stweet.csv,"['felipe', 'polo', 'flórez', 'team', 'illegally', 'capture', 'esmad', 'freed', 'thanks', 'lawyer', 'amp', 'demand', 'community']",Twitter,en,,,
4314,2021-06-26T00:17:28+00:00,1.40858e+18,1.40858e+18,"🆘⚠️ DIFUNDIR ⚠️🆘 

@MisionONUCol @ONUHumanRights
@ONU_derechos  @JoeBiden @VP @RepMcGovern @nytimes
@guardian @Pontifex_es @baltasargarzon @France24_es #CensuraColombia
#SOSColombiaDDHH #SOSColombiaNosEstanMatando 
#ColombiaAlertaRoja
#SOSPereira 
#SOSColombia 
#SOSCaliDDH",en,False,False,0.0,0.0,0.0,0.0,1.41e+18,,,1.33216e+18,Juanetes33,Juan,False,,,"#CensuraColombia , #SOSColombiaDDHH , #SOSColombiaNosEstanMatando , #ColombiaAlertaRoja , #SOSPereira , #SOSColombia , #SOSCaliDDH","MisionONUCol , ONUHumanRights , ONU_derechos , JoeBiden , VP , RepMcGovern , nytimes , guardian , Pontifex_es , baltasargarzon , France24_es",,[],2021-06-26,"['difundir', 'censuracolombia', 'soscolombiaddhh', 'soscolombianosestanmatando', 'colombiaalertaroja', 'sospereira', 'soscolombia', 'soscaliddh']",['🆘⚠️'],[],oscolombia_ENGLISH_tweets_stweet.csv,['difundir'],Twitter,en,,,
4317,2021-06-25T22:48:49+00:00,1.40856e+18,1.40851e+18,"@SecBlinken While ignoring the GENOCIDE going in #Colombia
We need to be Venezuelan Oil to have rights
#ColombianGenocide #CapitalistRegime #SOSColombia #NosEstanMatando #NosEstanMasacrando #SOSColombiaDDHH #ColombianLivesMatter #DuquePareElExterminio #QuienDioLaOrden #QuePareElGenocidio",en,False,False,0.0,0.0,0.0,0.0,,,,9.39531e+17,latinapuntocom,Yira Aristizábal,False,1.41e+18,1.35e+18,"#Colombia , #ColombianGenocide , #CapitalistRegime , #SOSColombia , #NosEstanMatando , #NosEstanMasacrando , #SOSColombiaDDHH , #ColombianLivesMatter , #DuquePareElExterminio , #QuienDioLaOrden , #QuePareElGenocidio",SecBlinken,,[],2021-06-25,"['ignore', 'genocide', 'go', 'colombia', 'need', 'venezuelan', 'oil', 'right', 'colombiangenocide', 'capitalistregime', 'soscolombia', 'nosestanmatando', 'nosestanmasacrando', 'soscolombiaddhh', 'colombianlivesmatter', 'duquepareelexterminio', 'quiendiolaorden', 'quepareelgenocidio']",[],[],oscolombia_ENGLISH_tweets_stweet.csv,"['ignore', 'genocide', 'go', 'need', 'venezuelan', 'oil', 'right']",Twitter,en,,,
